student_id,student_name,grade,school_name,reading_score,math_score,school_type,school_budget
120762176,Michael Dyer,12th,Fisher High School,58.5,52.3,Public,817615
102926354,William Carney,10th,Fisher High School,,72.4,Public,817615
116701811,Michael Kent,10th,Richard High School,89.0,,Charter,889699
038132623,Shawn Ramirez,9th,Bowers High School,68.0,42.8,Public,848324
098586293,Michael Rivas,9th,Montgomery High School,45.2,88.3,Charter,893368
083232866,Jose Page,11th,Montgomery High School,58.6,75.9,Charter,893368
057871606,Amanda Dominguez,9th,Montgomery High School,36.0,83.5,Charter,893368
090462519,John Holland,11th,Dixon High School,69.7,96.3,Charter,870334
072307184,Ian Bright,9th,Green High School,65.4,77.7,Charter,832670
087841101,Judy Alexander,11th,Bowers High School,75.1,49.0,Public,848324
058975572,Andrea Gonzales,11th,Sullivan High School,69.0,53.8,Public,961125
066505620,Michaela Williams,10th,Montgomery High School,55.2,37.8,Charter,893368
064692373,Paula Martinez,9th,Woods High School,66.7,69.4,Public,912243
079336909,Patrick Ross,9th,Green High School,,,Charter,832670
093556765,Amanda Warren,9th,Turner High School,90.4,75.4,Public,956438
063681770,Raymond Huerta,10th,Campos High School,51.2,51.9,Public,957299
021907344,Veronica Anderson,12th,Dixon High School,84.5,47.3,Charter,870334
118586306,Mark Maddox,9th,Woods High School,73.6,61.7,Public,912243
078152401,Joseph Martinez,11th,Bowers High School,76.3,46.8,Public,848324
028974930,Brianna Chandler,11th,Richard High School,,82.4,Charter,889699
015331654,Shannon Wallace,10th,Woods High School,67.7,81.7,Public,912243
054105692,Annette Palmer,10th,Green High School,81.4,68.3,Charter,832670
113751275,David Martinez,9th,Chang High School,72.8,49.7,Charter,840132
058707287,James Hawkins,12th,Odonnell High School,76.2,71.3,Public,959474
073635457,Ryan Wolf,10th,Wagner High School,84.0,85.1,Public,846745
062828233,Joseph Yu,9th,Turner High School,72.0,80.1,Public,956438
055657848,Andrew Smith,10th,Turner High School,42.3,63.9,Public,956438
120177923,Terry Novak,10th,Silva High School,95.5,,Public,991918
049131448,Anthony Martin,10th,Wagner High School,55.0,51.2,Public,846745
050947841,Erin Valencia,10th,Wagner High School,90.3,,Public,846745
021491368,Christopher Tyler,9th,Green High School,63.7,63.5,Charter,832670
094413519,Margaret Olsen,10th,Montgomery High School,61.1,8.6,Charter,893368
042068550,Dawn Berger,10th,Montgomery High School,42.9,65.0,Charter,893368
093940083,Lisa Green,9th,Dixon High School,76.5,42.2,Charter,870334
111411533,Erika Mejia,10th,Fisher High School,83.2,56.9,Public,817615
104758342,Cindy Herring,12th,Montgomery High School,53.5,98.2,Charter,893368
049232224,Steve Davis,10th,Wagner High School,90.5,82.1,Public,846745
117117860,Tiffany Callahan,11th,Bowers High School,83.7,63.0,Public,848324
016562697,Holly Ford,10th,Green High School,84.6,73.0,Charter,832670
121867834,Jasmine Romero,10th,Green High School,98.3,55.4,Charter,832670
032343780,Drew Jackson,9th,Wagner High School,66.9,58.5,Public,846745
129699839,Michael Greene,12th,Montgomery High School,51.5,69.9,Charter,893368
036103719,Penny Webb,11th,Campbell High School,40.9,56.5,Charter,960726
080895798,James Nguyen,11th,Silva High School,94.5,36.5,Public,991918
024874458,Brandon Huffman,10th,Dixon High School,46.1,66.3,Charter,870334
118194374,Carlos Taylor,12th,Odonnell High School,65.1,62.6,Public,959474
085446281,Julie Rodriguez,11th,Richard High School,50.5,93.8,Charter,889699
103079213,Brian Thompson,11th,Montgomery High School,74.3,65.8,Charter,893368
128499894,Amanda Meyer,12th,Wagner High School,,48.7,Public,846745
017039268,Nicole Jordan,12th,Dixon High School,77.2,,Charter,870334
039873282,Samantha Ross,9th,Turner High School,66.2,94.0,Public,956438
055456227,Dana Johnson,11th,Fisher High School,43.9,32.6,Public,817615
081377723,Ann Duncan,12th,Silva High School,50.0,75.0,Public,991918
095811615,Angel Mccormick,12th,Green High School,89.2,61.6,Charter,832670
045804494,Aaron Smith,10th,Green High School,95.4,68.7,Charter,832670
056532616,Jennifer Sanchez,10th,Green High School,82.4,52.5,Charter,832670
098161168,John Greene,11th,Green High School,,77.2,Charter,832670
024555638,Corey Davis,10th,Dixon High School,36.2,68.2,Charter,870334
032457854,Wendy Ford,12th,Wagner High School,97.4,60.7,Public,846745
113796081,Mary Lambert,11th,Green High School,69.9,90.0,Charter,832670
063600298,Leslie Turner,11th,Montgomery High School,75.0,71.2,Charter,893368
021606108,Cynthia Franklin,12th,Wagner High School,90.1,66.3,Public,846745
068899842,Richard Merritt,12th,Bowers High School,93.7,53.6,Public,848324
070864894,Deborah Holmes,12th,Montgomery High School,76.0,51.4,Charter,893368
104039595,Gary Reed,12th,Sullivan High School,,49.5,Public,961125
013957234,Jerry Williams,9th,Woods High School,61.5,55.4,Public,912243
064451666,Pamela Davis,11th,Fisher High School,52.1,45.8,Public,817615
026990301,Robert Holt,12th,Montgomery High School,55.4,75.7,Charter,893368
063841183,Lisa Taylor,9th,Woods High School,57.3,72.7,Public,912243
083824711,Anna Carter,11th,Montgomery High School,85.5,,Charter,893368
097457239,Peter Mcclure,9th,Green High School,75.9,45.6,Charter,832670
038808368,Eric Williams,12th,Fisher High School,55.7,73.2,Public,817615
015814032,Tiffany Mcneil,9th,Sullivan High School,,61.3,Public,961125
091732714,Samantha Tate,9th,Montgomery High School,79.0,91.6,Charter,893368
056975529,Anthony Fisher,12th,Campbell High School,61.9,74.0,Charter,960726
112232274,Morgan Perkins,10th,Montgomery High School,43.5,42.3,Charter,893368
033781901,Ashley Sims,10th,Fisher High School,93.4,46.5,Public,817615
105355524,Dale Jones,10th,Dixon High School,65.8,70.5,Charter,870334
056185377,Rachel Irwin,10th,Silva High School,75.6,57.4,Public,991918
103878812,Evan Vasquez,9th,Green High School,64.3,61.8,Charter,832670
119804524,John Pacheco,11th,Campbell High School,80.3,83.9,Charter,960726
031602176,David Drake,11th,Green High School,88.9,,Charter,832670
101337096,Robert James,10th,Green High School,68.2,60.5,Charter,832670
082696102,Katherine Flowers,10th,Fisher High School,89.5,79.8,Public,817615
042992901,Ana Sweeney,11th,Silva High School,,,Public,991918
017898852,Bradley Edwards,9th,Sullivan High School,65.1,,Public,961125
064932402,Steven Jones,9th,Montgomery High School,92.5,81.2,Charter,893368
010382352,Wanda Williams,10th,Fisher High School,,57.2,Public,817615
103131326,Teresa Mccall,12th,Montgomery High School,70.1,63.7,Charter,893368
063692633,Michael Garcia,10th,Wagner High School,48.5,57.6,Public,846745
080563693,Heather Rojas,12th,Bowers High School,71.4,62.1,Public,848324
126206241,Frederick White,12th,Campos High School,78.0,63.6,Public,957299
103197182,Edward Brown,9th,Woods High School,51.8,83.4,Public,912243
022962760,Shawn Ross,12th,Woods High School,67.5,70.5,Public,912243
014172830,Olivia Perry,11th,Montgomery High School,83.6,86.0,Charter,893368
090515408,Pamela Adams,10th,Dixon High School,72.5,,Charter,870334
057755104,John Christian,10th,Montgomery High School,49.2,7.0,Charter,893368
060414335,Brian Campos,11th,Montgomery High School,83.4,61.6,Charter,893368
128643420,Tonya Walker,10th,Montgomery High School,75.8,44.5,Charter,893368
065187104,Kevin Flores,10th,Silva High School,,61.4,Public,991918
029433687,Dawn Phillips,9th,Montgomery High School,85.3,73.2,Charter,893368
125009038,Ann Perry,10th,Fisher High School,88.4,94.5,Public,817615
015707110,Alyssa Martin,11th,Sullivan High School,73.4,47.8,Public,961125
108809417,Joan Marquez,11th,Bowers High School,82.6,,Public,848324
025769643,Chad Barber,9th,Wagner High School,34.4,50.2,Public,846745
053848905,Steven West,10th,Campos High School,54.0,50.2,Public,957299
023663673,Brandi Wise,9th,Dixon High School,86.4,,Charter,870334
102828494,Barbara Petersen,12th,Bowers High School,,72.7,Public,848324
108743793,Kristin Martinez,11th,Campbell High School,67.9,52.2,Charter,960726
097270500,Kristin Sandoval,10th,Fisher High School,47.6,53.0,Public,817615
115230370,Robert Bradley,9th,Sullivan High School,41.9,81.0,Public,961125
034661729,Karen Craig,11th,Montgomery High School,83.6,69.8,Charter,893368
018304196,Christopher Jackson,10th,Fisher High School,46.7,70.7,Public,817615
106667046,Melinda Kelly,9th,Dixon High School,,64.1,Charter,870334
082111603,Cynthia Schultz,10th,Richard High School,89.4,71.4,Charter,889699
120360633,Felicia Reyes,11th,Odonnell High School,60.4,70.5,Public,959474
071003447,Sarah Howell,9th,Woods High School,75.6,91.3,Public,912243
074356311,Ryan Harvey,12th,Montgomery High School,59.1,,Charter,893368
116845311,Richard Underwood,10th,Dixon High School,43.2,53.6,Charter,870334
086768395,Kimberly Thornton,10th,Green High School,69.2,53.5,Charter,832670
046782421,Andrew Waters,9th,Green High School,81.8,65.9,Charter,832670
121011884,Aimee Ross,10th,Montgomery High School,68.0,49.9,Charter,893368
029753273,Christopher Brock,10th,Montgomery High School,,60.6,Charter,893368
011801065,Perry Gillespie,12th,Montgomery High School,71.5,61.8,Charter,893368
069187485,Charles Harris Jr.,10th,Chang High School,61.2,84.7,Charter,840132
104992399,Mathew Anderson,10th,Odonnell High School,76.9,52.0,Public,959474
105799300,Mitchell Chang,9th,Bowers High School,,49.8,Public,848324
111361874,Ashley Tucker,10th,Woods High School,59.0,78.9,Public,912243
011004697,Christopher Hebert,11th,Odonnell High School,58.5,87.2,Public,959474
040637161,Glenda Pruitt,12th,Richard High School,76.6,66.1,Charter,889699
059320634,Janet Roth,9th,Sullivan High School,51.3,71.9,Public,961125
108909003,Kenneth Garrett,10th,Turner High School,70.7,73.1,Public,956438
044625687,Julie Schultz,10th,Woods High School,45.2,70.2,Public,912243
104312403,Lindsay Brown,12th,Wagner High School,81.5,58.5,Public,846745
069700422,Christopher Jones,9th,Turner High School,56.9,51.2,Public,956438
042391748,Kevin Zuniga,10th,Turner High School,75.5,87.1,Public,956438
111255016,Erica Harmon,9th,Fisher High School,59.4,88.8,Public,817615
121343222,Marissa Davis,10th,Campos High School,96.6,58.6,Public,957299
057766012,Jennifer Dominguez,11th,Montgomery High School,74.3,61.2,Charter,893368
041902015,Matthew Jackson,10th,Dixon High School,80.3,50.0,Charter,870334
015302272,Timothy Jackson,12th,Bowers High School,,61.2,Public,848324
022797359,Sue Romero,12th,Woods High School,66.7,69.8,Public,912243
061994841,Chad Williams,12th,Wagner High School,74.6,76.2,Public,846745
070622418,Jay Nguyen,12th,Montgomery High School,58.4,87.2,Charter,893368
094319862,Ashley Daniels,10th,Fisher High School,65.2,51.3,Public,817615
019011501,Frank Nielsen,11th,Montgomery High School,98.3,68.9,Charter,893368
020337643,Timothy Stevens,11th,Green High School,78.1,74.1,Charter,832670
019254533,Craig Waller,9th,Fisher High School,,90.3,Public,817615
107874249,Donna Webb,10th,Turner High School,90.6,78.1,Public,956438
058273821,John Figueroa,11th,Richard High School,82.5,79.3,Charter,889699
043651966,Todd Smith,9th,Campbell High School,73.8,42.5,Charter,960726
021376917,Rodney Elliott,11th,Campbell High School,,40.4,Charter,960726
039920478,Kayla Hunt,11th,Dixon High School,80.3,70.1,Charter,870334
123715214,Eric Bush,12th,Wagner High School,90.3,54.8,Public,846745
045824814,Kenneth Davis,11th,Green High School,85.0,58.2,Charter,832670
086886361,Angela Rodriguez,12th,Wagner High School,89.7,61.9,Public,846745
100255098,Victoria Johnson,9th,Woods High School,53.4,,Public,912243
099477796,Billy Chang,11th,Richard High School,46.5,88.9,Charter,889699
065050493,Laura Davis,10th,Dixon High School,85.6,85.1,Charter,870334
080205618,Steven Guerrero,10th,Wagner High School,59.4,80.2,Public,846745
049395446,Bryan Hensley,9th,Montgomery High School,58.9,82.5,Charter,893368
104664588,Karen Barker,12th,Odonnell High School,66.5,96.8,Public,959474
083512939,Anna Sanchez,11th,Bowers High School,68.9,,Public,848324
102022423,Briana Graham,12th,Fisher High School,39.1,75.5,Public,817615
074877780,Christopher Ruiz,12th,Montgomery High School,70.4,42.8,Charter,893368
107926207,Garrett Shepherd,10th,Dixon High School,78.1,53.5,Charter,870334
028661353,Nicole James,11th,Fisher High School,42.6,12.1,Public,817615
093585383,Jason Rose,9th,Sullivan High School,60.0,88.4,Public,961125
078448568,Lindsay Johnson,9th,Woods High School,74.7,75.2,Public,912243
066395238,James Barry,12th,Odonnell High School,,80.3,Public,959474
064089054,Molly Collins,9th,Sullivan High School,72.4,59.8,Public,961125
016051674,George Baker,10th,Sullivan High School,71.3,79.5,Public,961125
110417622,Anthony Cox,12th,Montgomery High School,57.9,48.0,Charter,893368
088692838,Kevin Weber,11th,Fisher High School,46.1,47.0,Public,817615
125047964,Kimberly Pacheco,9th,Woods High School,52.2,31.6,Public,912243
059018315,Nicole Wang,12th,Silva High School,60.2,76.9,Public,991918
112229999,Andres Perry,12th,Woods High School,72.8,74.3,Public,912243
083341689,Rebecca Wood,9th,Campos High School,60.6,26.4,Public,957299
092882537,Shannon Boyd,12th,Dixon High School,70.0,38.5,Charter,870334
025352872,William Torres,11th,Campbell High School,75.4,48.8,Charter,960726
089970795,Alexander Carlson,10th,Green High School,71.9,70.3,Charter,832670
013442493,Albert Woods,10th,Fisher High School,94.5,65.4,Public,817615
056816125,Joseph Lara,9th,Turner High School,69.6,82.9,Public,956438
092356898,Andrew Wright,11th,Montgomery High School,66.2,73.6,Charter,893368
126955657,Jeremy Page,10th,Campos High School,40.5,52.1,Public,957299
027872211,Megan Decker,10th,Silva High School,83.1,54.0,Public,991918
089753695,Sandra Wall,10th,Campos High School,73.7,82.3,Public,957299
080715519,Alyssa Ayers,9th,Sullivan High School,57.8,44.1,Public,961125
081636257,Charles Smith,11th,Sullivan High School,61.2,38.4,Public,961125
078978575,Melissa Garcia,12th,Fisher High School,67.7,56.5,Public,817615
035105336,Allison Chang,12th,Silva High School,63.4,78.9,Public,991918
085521711,Jennifer Hernandez,10th,Silva High School,91.5,49.7,Public,991918
104226049,Eric King,12th,Wagner High School,76.3,,Public,846745
032209057,Jeffrey Atkinson,9th,Dixon High School,71.7,59.9,Charter,870334
052923656,Timothy Elliott,10th,Turner High School,91.2,53.6,Public,956438
012980998,Donald Foster,12th,Dixon High School,74.3,61.2,Charter,870334
128859942,Jessica Allison,10th,Silva High School,,92.0,Public,991918
011066965,Alice White,12th,Silva High School,44.1,69.2,Public,991918
113925328,Caitlin Spencer,10th,Montgomery High School,59.5,54.7,Charter,893368
015766973,Steven Boyd,12th,Montgomery High School,56.0,58.1,Charter,893368
059599779,Darryl Lewis,12th,Odonnell High School,68.9,93.7,Public,959474
092116342,Jennifer Guzman,12th,Woods High School,,55.5,Public,912243
124136724,John Griffin,10th,Campos High School,67.8,52.2,Public,957299
012701232,Stephanie Jones,12th,Wagner High School,72.7,76.7,Public,846745
093155302,James Reed,10th,Wagner High School,59.0,66.2,Public,846745
086741260,Eric Riley,10th,Green High School,77.3,75.1,Charter,832670
077357032,Dana Vasquez,9th,Chang High School,65.5,75.5,Charter,840132
064416148,Heather Hernandez,10th,Wagner High School,46.0,55.8,Public,846745
091911315,Sandra Roberts,12th,Montgomery High School,90.4,65.2,Charter,893368
110562496,Gerald Kelly,12th,Green High School,97.9,60.9,Charter,832670
023705421,Peggy Boyd,10th,Fisher High School,,,Public,817615
033489902,Joseph Delgado,9th,Sullivan High School,55.9,54.5,Public,961125
111505449,Jason Williams,9th,Green High School,65.9,63.2,Charter,832670
072439832,Aaron Salinas,9th,Green High School,64.9,72.1,Charter,832670
045913110,Blake Curry,11th,Sullivan High School,82.2,53.4,Public,961125
071700805,Charles Walker,11th,Montgomery High School,79.3,75.9,Charter,893368
075526234,Donna Wallace,12th,Wagner High School,93.7,55.2,Public,846745
077975605,Christopher Mccoy,11th,Dixon High School,88.9,,Charter,870334
076781227,Billy Keller,9th,Fisher High School,,72.4,Public,817615
037348065,Jake Smith,12th,Richard High School,86.0,63.6,Charter,889699
041765317,Melissa Rodriguez,9th,Green High School,74.0,52.4,Charter,832670
100797598,Craig Pierce,9th,Dixon High School,,,Charter,870334
089177349,Kimberly Curtis,11th,Campbell High School,80.6,34.9,Charter,960726
118071989,Angela Mitchell,11th,Green High School,,61.0,Charter,832670
088659198,Austin Morales,9th,Green High School,,70.2,Charter,832670
021157217,Jennifer Riddle,10th,Wagner High School,52.0,56.2,Public,846745
019293167,Matthew Kirby,11th,Fisher High School,50.9,60.3,Public,817615
103817776,Jason Flores,11th,Bowers High School,73.3,57.7,Public,848324
098713736,John Lowe,9th,Dixon High School,87.1,80.7,Charter,870334
075871895,Matthew Lee,9th,Green High School,64.4,72.6,Charter,832670
010303441,Cody Perez,10th,Silva High School,,24.0,Public,991918
119203756,Jimmy Sanchez,12th,Dixon High School,75.1,56.1,Charter,870334
123175854,Kimberly Walker,10th,Silva High School,65.5,85.4,Public,991918
081778814,Margaret Miller,10th,Turner High School,52.2,74.8,Public,956438
125149231,Joyce Huang,11th,Richard High School,95.6,80.0,Charter,889699
112358488,Benjamin Greer,11th,Richard High School,44.0,85.8,Charter,889699
035175887,Shelby Riggs,10th,Richard High School,49.6,90.5,Charter,889699
046839963,Darlene Simmons,9th,Richard High School,67.9,65.1,Charter,889699
077682901,Carl Jones,10th,Wagner High School,76.4,59.2,Public,846745
043342602,Paula Mcgee,10th,Wagner High School,74.2,85.4,Public,846745
055869364,Zachary Owens,10th,Campos High School,67.5,66.1,Public,957299
126290574,Xavier Reynolds,10th,Silva High School,,40.1,Public,991918
029762251,Stanley Fitzpatrick,11th,Odonnell High School,75.9,52.3,Public,959474
086259370,Debbie Sims,11th,Campbell High School,66.5,46.3,Charter,960726
129664314,Amanda Carroll,11th,Bowers High School,77.4,,Public,848324
015864309,Katie Lowe,11th,Wagner High School,85.5,75.5,Public,846745
069847848,Bradley Sharp,12th,Fisher High School,52.2,75.3,Public,817615
096851755,Peter Case,9th,Wagner High School,88.7,43.4,Public,846745
098466876,Troy Clark,10th,Fisher High School,93.2,65.2,Public,817615
125316912,Rebecca Fisher,11th,Bowers High School,81.5,32.4,Public,848324
053274142,Paul Holt,12th,Wagner High School,85.6,61.0,Public,846745
079788706,Steven Newman,11th,Wagner High School,64.2,66.2,Public,846745
120723555,Andrew Rowe II,10th,Dixon High School,68.7,59.2,Charter,870334
017714868,Stephanie Rodriguez,9th,Green High School,57.1,41.3,Charter,832670
029273753,Barbara Myers,9th,Green High School,78.8,94.6,Charter,832670
119992216,Ruben Lopez,12th,Odonnell High School,,83.0,Public,959474
058056718,Louis Aguirre,9th,Turner High School,86.0,53.9,Public,956438
025212323,Melissa Tucker,9th,Woods High School,67.5,86.8,Public,912243
075536512,Troy Wilson,9th,Bowers High School,75.7,49.6,Public,848324
032571727,Natalie Schultz,10th,Montgomery High School,64.9,,Charter,893368
041573525,Carrie Nelson,12th,Montgomery High School,64.6,56.9,Charter,893368
055858676,Amanda Smith,11th,Wagner High School,62.9,90.8,Public,846745
106725409,Olivia Barry,10th,Montgomery High School,64.5,51.8,Charter,893368
103732369,Zachary Barrett,12th,Montgomery High School,53.2,44.3,Charter,893368
018049671,Travis Fitzgerald,11th,Wagner High School,85.5,65.1,Public,846745
107465056,Michael Schultz,11th,Sullivan High School,76.9,82.2,Public,961125
043859292,Nicholas Jackson,12th,Silva High School,85.9,86.7,Public,991918
104524660,Jill Hawkins,11th,Fisher High School,54.8,55.0,Public,817615
057781165,William Boyle,12th,Woods High School,70.1,47.1,Public,912243
039298896,Ruben Reilly,11th,Sullivan High School,48.2,38.8,Public,961125
094561746,Jennifer Morales,9th,Montgomery High School,90.7,80.1,Charter,893368
075684914,Beth Davis,10th,Campbell High School,30.9,,Charter,960726
014506464,Joshua Poole,9th,Silva High School,69.3,70.7,Public,991918
026863506,Isaac Nunez,12th,Dixon High School,96.8,51.5,Charter,870334
080589664,Brenda Johnson,9th,Sullivan High School,48.4,48.1,Public,961125
060261724,Brittney Brown,10th,Sullivan High School,77.7,,Public,961125
125944643,Jimmy Mcgee,10th,Green High School,71.6,65.5,Charter,832670
082602992,Tara Lyons,9th,Sullivan High School,86.8,58.9,Public,961125
121287634,Robert Wood,9th,Richard High School,74.9,73.0,Charter,889699
086056450,Jose Reed,12th,Odonnell High School,24.2,74.9,Public,959474
128103342,Mark Cantu,9th,Wagner High School,,52.5,Public,846745
021198933,Joseph Sullivan,11th,Montgomery High School,71.3,68.0,Charter,893368
025321939,Angela Hughes,12th,Wagner High School,75.4,61.7,Public,846745
104334151,Ashley Smith,10th,Campos High School,80.4,69.3,Public,957299
090090020,Michael Neal,11th,Montgomery High School,88.2,65.0,Charter,893368
074603611,Gary Olson,11th,Sullivan High School,85.3,43.5,Public,961125
109659938,Randy Porter,12th,Bowers High School,62.7,25.6,Public,848324
056232107,David Porter,12th,Dixon High School,87.9,47.9,Charter,870334
014258000,Joseph Odonnell,10th,Silva High School,70.7,55.3,Public,991918
092018453,Michael Conley,12th,Odonnell High School,49.8,80.9,Public,959474
089516683,Adam Barnes,12th,Woods High School,67.1,47.9,Public,912243
078061754,Brianna Smith,11th,Richard High School,69.1,79.4,Charter,889699
055935719,Christopher Bowers,12th,Wagner High School,94.4,71.1,Public,846745
124932779,Nathan Harris,12th,Odonnell High School,53.2,,Public,959474
054294493,Bridget Hensley,9th,Bowers High School,61.3,48.3,Public,848324
115751859,Victoria Rios,12th,Silva High School,32.0,56.4,Public,991918
079180663,Cameron Allison,10th,Campos High School,41.4,,Public,957299
023980961,Misty Miller,11th,Montgomery High School,79.0,74.2,Charter,893368
017554293,Michele Oliver,12th,Wagner High School,,53.1,Public,846745
073417442,John Tucker,9th,Silva High School,32.4,71.6,Public,991918
050933334,Daniel Glover,11th,Bowers High School,95.7,54.8,Public,848324
024135605,Karen Ross,10th,Silva High School,86.5,18.8,Public,991918
016550586,Brandi Gill,10th,Dixon High School,49.3,87.3,Charter,870334
082816513,Sharon Burns,9th,Wagner High School,58.0,13.6,Public,846745
079556307,Bryan Schaefer,10th,Green High School,79.3,75.9,Charter,832670
076868438,Brian Carlson,11th,Wagner High School,80.1,60.6,Public,846745
078472767,Rebecca Hardin,11th,Green High School,,68.0,Charter,832670
095058041,Michelle Brown,9th,Dixon High School,55.0,75.1,Charter,870334
089281950,Randy Brown,12th,Montgomery High School,90.2,48.7,Charter,893368
054960853,Jacob Mclaughlin,11th,Montgomery High School,70.4,62.5,Charter,893368
109426323,Patrick Tapia,9th,Green High School,42.8,98.5,Charter,832670
076227150,Dylan Buchanan,10th,Turner High School,57.9,49.8,Public,956438
123824118,Jacqueline Mcguire,9th,Dixon High School,63.5,79.0,Charter,870334
034844928,Sandra Williams,12th,Sullivan High School,93.0,65.8,Public,961125
012394924,Sarah Sanchez,10th,Odonnell High School,43.0,49.2,Public,959474
096781566,Christina Blevins,10th,Wagner High School,36.6,88.3,Public,846745
025234181,Eric Byrd,11th,Green High School,94.1,54.8,Charter,832670
020260024,Jessica Clark,11th,Green High School,89.5,51.3,Charter,832670
120694008,Steven Peterson,12th,Woods High School,,55.0,Public,912243
128983164,Jeffery Moore,12th,Richard High School,68.5,55.8,Charter,889699
028024851,Kelly Fry,9th,Montgomery High School,59.1,68.0,Charter,893368
015209676,Michael Jimenez,10th,Fisher High School,74.5,75.7,Public,817615
127938903,Whitney Sanchez,11th,Wagner High School,84.3,,Public,846745
032332885,Traci Johnston,11th,Montgomery High School,82.2,66.1,Charter,893368
047278170,Julie Curry,9th,Sullivan High School,65.3,36.6,Public,961125
070914799,Alexandra Torres,11th,Bowers High School,83.6,40.0,Public,848324
038417403,Christine Robbins,10th,Dixon High School,31.6,78.7,Charter,870334
059433246,Kevin Hunter,10th,Wagner High School,51.2,67.1,Public,846745
051920870,Arthur Hawkins,11th,Fisher High School,96.4,31.5,Public,817615
048972721,Evan Johnson,9th,Silva High School,77.6,79.8,Public,991918
014409480,Nicholas Morrison,9th,Silva High School,89.2,89.4,Public,991918
102939477,Michael Campbell,12th,Wagner High School,84.5,78.7,Public,846745
023453184,Carl Mercer,11th,Wagner High School,63.0,66.2,Public,846745
106906765,Tammy Bradford,9th,Sullivan High School,79.4,85.9,Public,961125
015338217,Abigail Rodgers,10th,Green High School,67.5,69.1,Charter,832670
029839728,William Hicks,10th,Silva High School,69.9,32.1,Public,991918
123215329,Joseph Rice,10th,Turner High School,,90.9,Public,956438
028550930,Joseph Parker,9th,Sullivan High School,87.3,55.5,Public,961125
085060298,Stephanie Shepherd,11th,Green High School,85.9,62.2,Charter,832670
059354862,Christopher Hill,10th,Fisher High School,64.9,65.8,Public,817615
102275717,Elijah Lam,10th,Turner High School,67.3,47.3,Public,956438
116572671,Heather Gonzalez,12th,Bowers High School,74.6,55.8,Public,848324
108254635,Zachary Smith,10th,Turner High School,86.9,80.2,Public,956438
082775230,Lindsey Reynolds,12th,Montgomery High School,53.0,67.7,Charter,893368
114068763,Wendy Adkins,11th,Richard High School,66.2,86.0,Charter,889699
101024257,James Taylor,12th,Montgomery High School,67.8,27.5,Charter,893368
063530821,Jeffrey Reynolds,12th,Woods High School,90.7,71.2,Public,912243
024821414,Zoe Jackson,10th,Montgomery High School,,24.1,Charter,893368
026212241,Allison Cook,10th,Wagner High School,92.4,77.8,Public,846745
018033768,Michael Thomas,12th,Woods High School,80.7,35.5,Public,912243
105891729,Kimberly Peck,9th,Woods High School,87.4,81.0,Public,912243
025027864,Felicia Brown,11th,Bowers High School,84.6,60.9,Public,848324
014399370,Doris Simpson,11th,Dixon High School,85.5,77.1,Charter,870334
058823323,Kyle Morrison,11th,Wagner High School,77.6,84.9,Public,846745
129433969,Sarah Weeks,10th,Green High School,58.8,87.8,Charter,832670
126463055,Stacy Fischer,12th,Montgomery High School,52.3,48.2,Charter,893368
062963130,Lisa Thompson,11th,Silva High School,96.3,36.2,Public,991918
059938592,Nichole Marshall,10th,Silva High School,82.5,12.6,Public,991918
091721194,Rachel Malone,10th,Green High School,80.8,57.3,Charter,832670
102318386,Tracy Beard,9th,Dixon High School,96.6,63.5,Charter,870334
063916063,Kelly Clark,12th,Montgomery High School,62.1,64.8,Charter,893368
033895978,Yolanda Hurley,10th,Green High School,56.9,65.9,Charter,832670
075504683,Amy Morales,9th,Bowers High School,59.2,38.9,Public,848324
065573585,Travis Morris,11th,Bowers High School,,68.4,Public,848324
023392151,Kathleen Blair,12th,Bowers High School,76.1,35.7,Public,848324
062447465,Maureen Roy,9th,Campos High School,58.1,17.2,Public,957299
076965933,Charles White,9th,Dixon High School,73.6,78.2,Charter,870334
117386251,Alexandra Miranda,10th,Turner High School,66.1,79.6,Public,956438
064032577,Seth Graham,9th,Montgomery High School,63.3,80.3,Charter,893368
041561304,Julia Brown,9th,Montgomery High School,55.5,69.9,Charter,893368
089358964,Stephanie Graham,9th,Turner High School,93.2,42.4,Public,956438
046043173,Greg Howard,9th,Sullivan High School,65.3,,Public,961125
119117062,Alicia Davis,9th,Montgomery High School,81.6,69.0,Charter,893368
029916667,Amy Ross,9th,Green High School,89.9,,Charter,832670
065097346,Joy Page,11th,Fisher High School,59.7,31.9,Public,817615
084243744,Michael Cortez,11th,Montgomery High School,91.6,79.1,Charter,893368
067132694,Noah Jones,10th,Fisher High School,84.4,54.3,Public,817615
089099744,Mary Baker,9th,Campbell High School,56.2,47.7,Charter,960726
124264201,Jamie Miller,12th,Silva High School,83.1,45.5,Public,991918
035399621,Adam Guzman,10th,Green High School,72.4,62.4,Charter,832670
090326642,Alexander Taylor,11th,Bowers High School,64.9,62.8,Public,848324
092603059,Terry Sampson,9th,Sullivan High School,85.9,41.5,Public,961125
046370037,Bradley Mccall,11th,Richard High School,60.7,75.2,Charter,889699
108465725,Barbara Hudson,9th,Woods High School,61.9,74.0,Public,912243
040743657,Mary Snyder,9th,Campos High School,64.4,55.0,Public,957299
057809623,Ashley Ramirez,10th,Dixon High School,61.6,62.0,Charter,870334
050296259,Makayla Willis,9th,Chang High School,79.8,48.5,Charter,840132
067832923,Rachel Wilson,12th,Fisher High School,74.8,66.9,Public,817615
