student_id,student_name,grade,school_name,reading_score,math_score,school_type
047565825,Angela Frazier,11th,Turner High School,65.4,54.4,Public
111445224,Jessica Schultz,12th,Montgomery High School,76.2,,Public
055601373,Nathan Morris,11th,Fisher High School,,56.7,Public
023160626,John Jimenez,10th,Campbell High School,92.9,87.4,Public
109296100,Ashley Marshall,12th,Montgomery High School,62.8,58.4,Public
022043142,Toni Wood,11th,Fisher High School,94.5,51.1,Public
086031417,Sue Horne,10th,Richard High School,47.7,,Charter
073046897,Jamie Wade,10th,Fisher High School,88.2,61.8,Public
101304265,Oscar Myers,12th,Chang High School,51.1,76.7,Public
077474889,Kayla Butler,10th,Sullivan High School,52.4,42.5,Public
109637714,Jeffrey Hamilton,12th,Campbell High School,87.2,56.8,Public
084825670,Stacy Butler,10th,Fisher High School,98.7,75.3,Public
035666590,Brandon Owen,10th,Richard High School,84.2,36.7,Charter
067924080,Brian Hamilton,10th,Montgomery High School,69.1,40.4,Public
085799585,Ryan Austin,11th,Fisher High School,29.3,46.4,Public
104746008,Jonathan Frank,12th,Turner High School,46.1,26.2,Public
010967861,Dawn Mcmahon,9th,Turner High School,84.5,82.6,Public
095877507,Jamie Ayala,9th,Turner High School,82.3,85.3,Public
035413196,Brendan Strong,11th,Turner High School,78.1,63.3,Public
122513284,Emily Hahn,9th,Wagner High School,88.3,93.8,Public
014275407,Sandra Bishop,10th,Campos High School,87.9,70.2,Public
111587878,Mary Powers,9th,Green High School,87.4,76.6,Public
047816396,Ashley Hampton,12th,Silva High School,61.3,,Public
022380148,Robert Delgado,10th,Turner High School,76.3,61.7,Public
029685794,Anthony Tucker,12th,Turner High School,60.6,55.2,Public
071548135,Ryan Walsh,10th,Campbell High School,69.5,63.5,Public
081091834,Sarah Everett,11th,Turner High School,81.5,62.3,Public
086988625,Brett Stone,9th,Odonnell High School,67.6,88.3,Public
044130978,Max Clark,11th,Richard High School,,72.5,Charter
048287157,Matthew Ortiz,10th,Green High School,81.6,74.0,Public
021627501,Derrick Mccoy,10th,Turner High School,71.9,72.6,Public
050402933,Debra Kennedy,12th,Campbell High School,82.4,67.8,Public
069580846,Megan Wilson,9th,Turner High School,53.4,69.8,Public
085530032,Erik Perez,12th,Richard High School,36.1,69.8,Charter
022185220,Kimberly Hayes,9th,Montgomery High School,77.5,69.1,Public
023160626,John Jimenez,10th,Campbell High School,92.9,87.4,Public
010900695,Carl Jennings,12th,Chang High School,61.4,73.6,Public
022378202,Joseph Castillo,11th,Richard High School,77.1,70.3,Charter
015214632,Steve Avery,12th,Fisher High School,95.0,74.9,Public
068874252,Corey Maldonado,10th,Fisher High School,84.4,74.5,Public
125700502,Andrea Everett,10th,Campbell High School,78.2,59.9,Public
123631602,Francisco Parker,12th,Richard High School,72.5,75.9,Charter
067832923,Rachel Wilson,11th,Campos High School,57.1,82.8,Public
018304196,Christopher Jackson,12th,Campbell High School,61.8,92.9,Public
107933054,Edward Miller,12th,Chang High School,59.4,83.3,Public
093530082,Allison Mullins,9th,Campbell High School,82.6,59.8,Public
084485515,Richard Wilson,11th,Fisher High School,89.1,57.7,Public
064466716,Sean Wood,9th,Montgomery High School,85.0,32.0,Public
017204381,Aaron Walsh,11th,Campos High School,85.2,65.0,Public
055332244,Rachael Leblanc,10th,Fisher High School,75.3,70.3,Public
032248953,Sarah Lane,9th,Turner High School,75.0,79.1,Public
085265048,Brandon Collins,10th,Campos High School,88.9,52.1,Public
056658079,Troy Miller,12th,Chang High School,53.4,70.8,Public
063456549,Deborah Fox,12th,Richard High School,94.9,46.9,Charter
084726601,Andrew Skinner,11th,Chang High School,84.1,61.2,Public
099551065,Rebecca Foster,10th,Campbell High School,80.7,66.8,Public
118633712,Savannah Taylor,9th,Fisher High School,69.6,50.6,Public
048091822,Jose Ellison,9th,Fisher High School,80.1,70.6,Public
127064987,Frances Dean,11th,Silva High School,92.1,93.2,Public
034000791,Kathleen Meyer,10th,Chang High School,91.2,83.9,Public
052113987,Carlos Gonzalez,11th,Richard High School,85.1,71.7,Charter
012241543,Joseph Decker,9th,Silva High School,74.9,47.8,Public
123184117,Andrew Rodgers,10th,Fisher High School,92.9,68.1,Public
052619737,Joanna Hicks,9th,Richard High School,51.3,64.6,Charter
048260527,Bryan Brown,10th,Turner High School,60.5,60.9,Public
073353548,Robert Coleman,12th,Fisher High School,,41.4,Public
105240707,George French,12th,Woods High School,89.2,30.2,Public
121437138,Jasmine Jensen,9th,Sullivan High School,,80.3,Public
012707171,Lauren Brown,11th,Woods High School,89.4,40.7,Public
070324253,Charles Jenkins,12th,Green High School,78.0,48.5,Public
014389827,Lisa Elliott,11th,Richard High School,98.2,69.1,Charter
013021513,Susan Bullock,10th,Turner High School,77.0,44.5,Public
123257471,Michael Burns,9th,Green High School,70.8,60.7,Public
087971547,Shaun Brewer,9th,Turner High School,62.0,73.0,Public
117019625,Brian Mills,11th,Fisher High School,74.2,43.2,Public
107775908,Melanie Jones,9th,Turner High School,77.1,94.8,Public
062276403,Vanessa Baker,12th,Turner High School,40.8,42.6,Public
098884487,Robert Mckay,10th,Montgomery High School,82.5,,Public
062833370,Michelle Robinson,11th,Bowers High School,77.2,51.0,Public
090534890,Andrew Hebert,9th,Chang High School,61.8,,Public
035098731,Stephanie Burgess,10th,Fisher High School,91.1,67.8,Public
060868570,Mindy Miles,10th,Silva High School,90.4,67.1,Public
112936279,James Martin,12th,Richard High School,79.8,65.2,Charter
110372657,Elizabeth Norton,9th,Fisher High School,29.3,59.6,Public
040705585,Amanda Wilson,12th,Chang High School,,66.8,Public
084017909,Joseph Serrano,9th,Chang High School,66.5,60.6,Public
125584809,Nicholas Rangel,11th,Silva High School,78.7,75.4,Public
037264835,Cassandra Jones,10th,Richard High School,64.4,60.1,Charter
015176275,Jeremiah Walker,12th,Richard High School,59.0,91.5,Charter
079680493,Kerry Vazquez,9th,Montgomery High School,,74.3,Public
068925224,Jill Raymond,9th,Montgomery High School,,79.5,Public
077254313,Nancy Skinner,9th,Wagner High School,86.9,77.3,Public
128940518,Richard Hampton,9th,Turner High School,47.7,91.3,Public
078414767,Jade Lee,10th,Fisher High School,60.8,87.4,Public
045557822,Melissa Lane,11th,Odonnell High School,52.6,45.6,Public
030952209,Darrell Jones,12th,Turner High School,65.2,27.8,Public
082211189,Stacie Lyons,9th,Campbell High School,76.3,76.6,Public
016114388,Billy Johnson,10th,Campbell High School,59.5,92.7,Public
116962498,Whitney Morales,9th,Campos High School,95.7,,Public
047538823,Natalie Gallegos,12th,Bowers High School,93.2,55.1,Public
096608461,Alexander Chandler,12th,Turner High School,30.8,41.1,Public
036967670,Kimberly Klein,10th,Fisher High School,,48.7,Public
064705532,Monica Rowland,10th,Richard High School,40.3,73.4,Charter
067316672,Veronica Bray,9th,Richard High School,76.5,46.5,Charter
037951368,Thomas Lawson,10th,Fisher High School,88.6,21.9,Public
058297409,Michael Francis,10th,Campbell High School,90.6,93.0,Public
056878969,Taylor Castillo,11th,Turner High School,63.0,58.4,Public
121898337,Cristian Cortez,10th,Turner High School,66.6,76.4,Public
070313484,Courtney Johnson,11th,Richard High School,92.9,55.9,Charter
082276674,Chelsea Palmer,11th,Wagner High School,61.0,56.4,Public
075981374,Thomas Perez,9th,Montgomery High School,92.6,54.1,Public
106707579,Max Smith,9th,Campbell High School,79.2,58.8,Public
095620767,Stephanie Evans,10th,Campbell High School,,87.3,Public
080008679,Christopher Osborne,11th,Wagner High School,50.3,77.3,Public
088520939,Gabriel Nunez,11th,Fisher High School,33.1,64.0,Public
083386437,Jose Roberts,12th,Montgomery High School,74.1,58.6,Public
115150353,Michael Davis,9th,Wagner High School,48.6,90.0,Public
116309611,Andrew Hendrix,10th,Turner High School,,57.4,Public
060546656,Richard Ferrell,9th,Fisher High School,,68.3,Public
085270648,Tracey Anderson,10th,Turner High School,76.1,63.7,Public
080385130,Travis Wong,12th,Turner High School,63.3,36.3,Public
098147522,Katie Deleon,12th,Fisher High School,78.0,43.8,Public
037615316,Curtis Jensen,10th,Richard High School,86.8,29.4,Charter
122690482,David Smith,12th,Campbell High School,74.4,56.3,Public
122045817,Alicia Collins,9th,Turner High School,52.3,60.0,Public
019748117,Virginia Lee,9th,Chang High School,57.0,64.1,Public
063323193,Joseph Stafford,11th,Turner High School,,37.9,Public
071939359,Sarah Bonilla,10th,Campbell High School,,72.1,Public
045500400,Daniel Moore,11th,Turner High School,98.4,66.7,Public
045517765,Keith Manning,12th,Fisher High School,63.7,41.2,Public
103878812,Evan Vasquez,11th,Campos High School,78.0,64.0,Public
048043168,Nicole Lane,10th,Odonnell High School,79.0,76.8,Public
061877515,Matthew Thornton,12th,Chang High School,,78.3,Public
076966550,Michael Sampson,10th,Turner High School,61.8,53.1,Public
025320532,Patrick Robertson,12th,Campbell High School,78.6,49.6,Public
036909201,Ryan Patterson,10th,Campbell High School,,79.1,Public
086198981,Jennifer Bates,11th,Fisher High School,88.7,65.9,Public
080571847,Jack Wade,12th,Fisher High School,69.5,53.0,Public
095308898,Rebecca Shaw,12th,Green High School,71.1,77.0,Public
016325698,Andrea Hawkins,10th,Fisher High School,94.8,68.4,Public
058432934,Heather Turner,9th,Montgomery High School,89.0,18.4,Public
115289350,Steven Vasquez,9th,Montgomery High School,90.2,76.5,Public
071447870,Laura Bentley,10th,Montgomery High School,76.5,60.5,Public
022193102,Ashley Perez,9th,Chang High School,87.0,69.2,Public
026504784,Christopher Crane,11th,Green High School,91.7,36.6,Public
107557359,Susan Short,9th,Chang High School,98.4,69.5,Public
113968372,Lee Obrien,9th,Richard High School,,43.2,Charter
116112798,Dana Robinson,12th,Odonnell High School,37.9,59.7,Public
020526483,Phillip Allen,9th,Campbell High School,85.1,39.9,Public
066119786,April Lee,10th,Sullivan High School,77.4,51.6,Public
021547092,Joseph Anderson,10th,Dixon High School,67.9,90.9,Charter
068295556,Lauren Thomas,10th,Fisher High School,71.9,,Public
116540616,Tyler Jones,9th,Fisher High School,68.2,74.2,Public
025755547,Mark Gardner,11th,Fisher High School,85.2,61.1,Public
055374176,John Robertson,12th,Campbell High School,70.3,73.6,Public
087311071,Jennifer Brown,11th,Silva High School,,68.5,Public
102980523,Tammy Dixon,12th,Montgomery High School,91.8,,Public
085709397,Richard Ross,10th,Fisher High School,,84.8,Public
084829951,Phillip Reynolds,11th,Turner High School,65.8,27.8,Public
022453347,Ruth Schultz,9th,Campos High School,73.3,48.1,Public
029788565,Jonathan Mays,11th,Fisher High School,45.2,56.7,Public
090838952,Carlos Warren,11th,Richard High School,95.4,50.6,Charter
109106067,Dawn Murphy,12th,Richard High School,64.8,72.2,Charter
029490772,Robert Medina,10th,Campbell High School,91.7,84.5,Public
040288167,Chad Kemp,10th,Fisher High School,,55.0,Public
111677733,Jennifer Turner,9th,Silva High School,83.4,51.2,Public
088757760,Sharon Wolfe,9th,Turner High School,,85.8,Public
039292177,Jorge Fry,12th,Turner High School,73.7,55.4,Public
089026982,Thomas Murillo,11th,Silva High School,76.8,44.3,Public
106813832,Alexis Norton,11th,Turner High School,,57.3,Public
097363132,Robert Palmer,10th,Sullivan High School,88.1,60.5,Public
081742730,Erika Martinez,11th,Dixon High School,91.0,54.3,Charter
127414508,Cassandra Cardenas,11th,Green High School,55.8,68.2,Public
114322658,Scott Blake,11th,Dixon High School,,65.5,Charter
040087575,Jennifer Wood,10th,Wagner High School,90.4,63.7,Public
127354406,Melissa Cox,9th,Chang High School,95.6,97.8,Public
060818834,Keith Gomez,12th,Turner High School,53.7,72.8,Public
056022375,Tony Morris,12th,Bowers High School,80.8,45.8,Public
082930266,Cindy Wright,9th,Montgomery High School,87.0,58.3,Public
073457923,Christina Saunders,9th,Richard High School,75.2,31.4,Charter
067597844,Alicia Cohen,10th,Richard High School,92.4,74.9,Charter
081269077,Brandon Bradley,12th,Fisher High School,68.9,65.5,Public
079995926,Gabriela Porter,12th,Montgomery High School,81.2,47.3,Public
102061235,Amy Taylor,9th,Turner High School,55.8,85.6,Public
015667632,Henry Mullins,10th,Fisher High School,88.3,72.0,Public
114587888,Misty Hart,10th,Bowers High School,46.9,62.4,Public
103071101,Carmen Howard,10th,Turner High School,83.3,60.1,Public
032138571,Mary Davis,10th,Richard High School,65.0,39.1,Charter
070251054,Jonathan Hayes,9th,Campbell High School,,49.1,Public
074808911,Brandon Woodard,12th,Fisher High School,97.5,61.5,Public
076294280,Tami Schultz,11th,Turner High School,80.2,91.5,Public
051792891,Ruben Brown,12th,Fisher High School,83.9,32.8,Public
058246146,Matthew Williams,11th,Turner High School,82.2,33.6,Public
052343016,Todd Smith,9th,Fisher High School,95.3,77.7,Public
129999733,Cynthia Jones,11th,Wagner High School,,,Public
033905871,Nicole Figueroa,10th,Richard High School,75.1,45.3,Charter
023838369,Elizabeth Ruiz,12th,Silva High School,,87.0,Public
076496677,Drew Horn,12th,Richard High School,,75.3,Charter
019070212,David Blair,11th,Richard High School,72.2,68.2,Charter
014066014,Kelsey Gonzalez,9th,Chang High School,85.7,,Public
033495527,Carolyn Hoffman,9th,Fisher High School,94.6,39.5,Public
023269572,Shannon Smith,10th,Turner High School,81.5,73.6,Public
048121190,Angela Price,9th,Wagner High School,48.4,74.8,Public
064677123,Christopher Wilkerson,12th,Fisher High School,87.3,39.1,Public
077164005,Erika Willis,11th,Turner High School,85.0,75.3,Public
079055581,Casey Hobbs,9th,Fisher High School,87.6,,Public
050201286,Brandon Santiago,10th,Fisher High School,,78.0,Public
117892091,Casey Wall,11th,Richard High School,87.8,58.3,Charter
020289322,Tara Wells,12th,Chang High School,51.7,73.2,Public
021029947,Eric Rivera,10th,Silva High School,79.4,78.3,Public
075577209,Brooke Schmidt,11th,Turner High School,75.4,24.3,Public
053283405,Joseph Sanford,10th,Turner High School,,80.1,Public
011820428,Taylor Wright,11th,Green High School,63.8,77.5,Public
063507757,Christine Nguyen,10th,Chang High School,55.7,66.3,Public
066941611,Haley Moore,10th,Turner High School,41.6,48.1,Public
064578280,Christopher Rodgers,10th,Fisher High School,,60.9,Public
029173675,Kenneth Webb,12th,Chang High School,59.7,70.0,Public
017828505,Jeffery Long,11th,Fisher High School,69.6,45.4,Public
085778810,Jeffrey Frank,10th,Richard High School,62.1,54.8,Charter
029921869,Anne Blake,10th,Campbell High School,92.5,55.3,Public
129012775,Mark Jackson,9th,Fisher High School,85.4,65.6,Public
120547430,Juan Jackson,12th,Woods High School,92.4,45.5,Public
040723376,Brooke Wilson,11th,Turner High School,73.1,73.7,Public
023068061,Jose Huang,12th,Campbell High School,89.3,46.8,Public
106179961,Anthony Murillo,11th,Silva High School,75.0,72.6,Public
059456249,Nicholas Walker,10th,Turner High School,55.1,42.0,Public
077173232,Steven Cook,11th,Woods High School,87.1,77.6,Public
012818646,Donald Garcia,12th,Chang High School,55.5,55.0,Public
096955075,Brenda Goodman,12th,Fisher High School,75.4,45.1,Public
079419321,Lisa Hughes,11th,Bowers High School,91.7,81.7,Public
033107682,Russell Miller,11th,Turner High School,76.4,84.0,Public
014037836,Terri Vaughn,12th,Odonnell High School,70.9,65.5,Public
099198978,Darren Buchanan,10th,Fisher High School,75.8,59.6,Public
019753306,Katherine Jenkins,9th,Montgomery High School,,66.4,Public
109107008,Melissa Manning,11th,Richard High School,81.6,63.4,Charter
073827320,Laura Day,11th,Fisher High School,43.0,62.4,Public
128764435,Karen Knight,12th,Turner High School,57.5,72.0,Public
047063259,Tony Wise,9th,Woods High School,75.9,45.0,Public
072405688,Kenneth Kemp,11th,Montgomery High School,54.3,68.5,Public
026269867,Troy Gutierrez,11th,Richard High School,,64.7,Charter
122828351,Tiffany Harper,9th,Montgomery High School,73.1,56.2,Public
027623732,Crystal Williams,11th,Turner High School,86.2,20.2,Public
039645135,Jacob Rush,9th,Richard High School,45.7,64.8,Charter
020607551,Shannon Robbins,9th,Silva High School,,78.2,Public
056153257,Nicole Kelly,11th,Dixon High School,75.8,55.8,Charter
085172377,Michael Phillips,10th,Fisher High School,,59.5,Public
068377746,Natalie Bush,11th,Fisher High School,76.8,55.6,Public
127682628,Krystal Flowers,10th,Turner High School,80.2,,Public
010907504,Tammy Williams,9th,Chang High School,83.1,68.2,Public
010135813,Bryan Powell,9th,Fisher High School,97.7,54.6,Public
050772508,Heather Suarez,12th,Montgomery High School,60.6,43.0,Public
015975913,James Taylor,9th,Turner High School,71.6,98.6,Public
059794600,Meghan Garcia,11th,Turner High School,83.5,33.8,Public
121665308,John Rodriguez,9th,Turner High School,85.0,57.1,Public
056718870,Joseph Sharp,12th,Montgomery High School,71.0,77.2,Public
050994755,Yvonne Lewis,10th,Chang High School,88.8,91.4,Public
068956581,Jose Logan,11th,Fisher High School,92.1,40.3,Public
072064692,Stephen Day,9th,Turner High School,73.9,77.2,Public
053609393,Deborah Benson,11th,Bowers High School,70.4,64.9,Public
116299268,Krystal Long,11th,Fisher High School,90.2,51.2,Public
047109786,George Norman,11th,Richard High School,78.3,56.4,Charter
115513181,Todd Marquez,11th,Richard High School,78.6,72.5,Charter
076609752,Beth Page,9th,Richard High School,66.7,26.5,Charter
066470784,Ashley Lucas,12th,Fisher High School,88.1,,Public
089226669,Linda Velasquez,11th,Turner High School,,28.9,Public
064932185,Harold Haley,9th,Turner High School,93.7,88.8,Public
016878679,Kelly Rodriguez,9th,Turner High School,74.1,69.3,Public
025074338,Pamela Howard,11th,Chang High School,,69.7,Public
103144999,Michael Gutierrez,12th,Bowers High School,70.2,52.4,Public
025095663,Jeffrey Morales,9th,Montgomery High School,,71.7,Public
102698844,Alexis Castillo,12th,Green High School,66.4,66.4,Public
045289491,Raymond Griffin,10th,Turner High School,57.5,63.5,Public
061124323,Ryan Graham,10th,Richard High School,61.0,63.5,Charter
123479071,Marc Fisher,11th,Chang High School,93.1,75.2,Public
090607400,Jennifer Johnson,11th,Odonnell High School,71.1,67.3,Public
025013593,Richard Smith,10th,Turner High School,77.5,68.0,Public
095418021,Erica Paul,10th,Fisher High School,72.7,69.0,Public
127083421,Daniel Smith,9th,Chang High School,96.0,76.3,Public
081681493,David Wright,10th,Campbell High School,96.4,81.9,Public
045155884,Paula Sellers,12th,Bowers High School,59.9,44.0,Public
093411664,Kevin Hoffman,10th,Campbell High School,79.5,61.6,Public
126012736,Amy Levy,12th,Campbell High School,74.5,68.6,Public
037352394,Adam Owens,11th,Campos High School,73.7,65.2,Public
052293247,Meagan Jenkins,12th,Richard High School,90.0,72.9,Charter
087679962,Susan Duke,10th,Campos High School,85.4,51.6,Public
063478776,Daniel Williamson,9th,Campbell High School,82.0,,Public
010163380,Michael Thomas,11th,Fisher High School,64.6,68.9,Public
103896522,Rachel Wallace,11th,Richard High School,,63.8,Charter
013205915,Stephanie Allen,10th,Turner High School,,99.3,Public
070381953,Steven Flores,11th,Chang High School,,99.3,Public
068446499,Henry Shepherd,10th,Campbell High School,74.3,75.8,Public
075333977,Zachary Taylor,9th,Turner High School,,90.2,Public
102105201,Cheryl Stewart,12th,Bowers High School,74.1,62.9,Public
042602547,Dylan Rodriguez,12th,Silva High School,62.7,71.0,Public
014151220,Sandra Ramirez,9th,Fisher High School,59.5,63.9,Public
023922181,Sarah Riley,11th,Turner High School,92.4,47.9,Public
056287932,Samuel Mann,11th,Bowers High School,80.1,77.1,Public
090400254,Sara Sullivan,10th,Campos High School,66.0,74.4,Public
038929140,Michelle Rodriguez,12th,Turner High School,69.0,70.9,Public
081894950,Timothy Lee,9th,Montgomery High School,88.6,96.3,Public
055168324,Leonard Conley,12th,Chang High School,69.3,62.6,Public
090900165,Brian Irwin,11th,Chang High School,98.5,89.2,Public
095445036,Kelly Torres,9th,Wagner High School,,73.8,Public
054977134,Stephen Castillo,11th,Silva High School,,74.3,Public
046485472,Richard Perry,10th,Fisher High School,93.1,72.6,Public
106003312,Jack Martinez,12th,Fisher High School,91.4,54.5,Public
043225758,Susan Evans,12th,Richard High School,63.8,64.1,Charter
058311343,Angela Schultz,12th,Green High School,78.0,35.1,Public
046629131,Timothy Garner,11th,Richard High School,72.3,55.3,Charter
094794911,Anthony Moreno,11th,Turner High School,84.1,54.1,Public
122350557,Diana Morton,12th,Fisher High School,73.9,70.4,Public
123245218,Carolyn Garcia,9th,Chang High School,89.1,74.8,Public
093745291,Tina Cook,11th,Fisher High School,98.1,42.0,Public
046479116,Wendy Graves,11th,Turner High School,63.9,51.7,Public
073980500,Adam Wilson,11th,Fisher High School,59.5,47.6,Public
060400255,James Rodriguez,10th,Fisher High School,95.6,,Public
113518625,Stacy Simpson,10th,Campbell High School,,50.0,Public
095781253,William Cameron,12th,Fisher High School,,64.1,Public
020735782,Matthew Gamble,11th,Chang High School,74.7,66.1,Public
037467470,Maria Smith,9th,Silva High School,62.9,51.6,Public
088000763,Sean Walker,10th,Campbell High School,49.5,53.9,Public
023973554,Kevin Brown,12th,Montgomery High School,51.2,76.2,Public
013810847,Rhonda Mcmahon,11th,Chang High School,83.8,66.4,Public
039909871,Elizabeth King,11th,Turner High School,,57.0,Public
017136815,Erin Bryan,11th,Fisher High School,89.8,43.9,Public
073889038,Jenna Payne,12th,Turner High School,61.8,53.7,Public
105453196,Sandra Brown,12th,Green High School,59.6,61.7,Public
045733921,James Taylor,11th,Wagner High School,75.6,66.4,Public
045611849,Catherine Warren,9th,Fisher High School,68.2,56.9,Public
077083953,Amber Cooper,12th,Bowers High School,69.8,61.3,Public
027147881,Kathleen Shaw,10th,Campbell High School,79.2,86.2,Public
075773540,Cynthia Gordon,11th,Bowers High School,89.6,85.7,Public
091494120,Gerald Bishop,11th,Turner High School,,50.5,Public
077004026,Stephanie Brown,12th,Turner High School,65.4,45.8,Public
072045271,Brenda Peterson,10th,Campbell High School,78.4,,Public
039419743,Destiny Black,11th,Silva High School,82.5,83.6,Public
129310309,James Jones Jr.,9th,Chang High School,61.9,78.1,Public
127543220,George Molina,11th,Fisher High School,67.1,44.8,Public
065553864,Randy Bradley,10th,Turner High School,75.9,,Public
044504779,John Ali,10th,Fisher High School,87.2,45.9,Public
018141980,Rhonda Larson,10th,Fisher High School,87.0,60.9,Public
024654128,Terry West,10th,Turner High School,81.3,70.6,Public
058266553,Holly Wilson,9th,Turner High School,48.4,81.2,Public
114139249,Lisa Payne,11th,Fisher High School,83.9,50.0,Public
022692690,Amy Young,9th,Bowers High School,49.2,65.8,Public
015230629,Mary Landry,10th,Campbell High School,99.5,86.7,Public
103898960,Sharon Durham,10th,Richard High School,69.1,73.1,Charter
056614974,Marvin Clark,11th,Fisher High School,,65.2,Public
098209729,Cameron Bullock,11th,Chang High School,91.6,73.7,Public
105776828,Jimmy Bennett,11th,Chang High School,77.0,,Public
063094066,Leslie Weaver,12th,Richard High School,53.6,80.8,Charter
127171087,Thomas Pope,9th,Turner High School,68.5,90.0,Public
074456169,Amy Mooney,12th,Turner High School,45.9,41.4,Public
065764572,Cynthia Boyd,11th,Fisher High School,71.9,55.4,Public
081741184,Calvin West,11th,Turner High School,70.9,64.9,Public
118846172,Tanya Sanchez,11th,Green High School,53.8,30.3,Public
097631592,Lance Pierce,12th,Richard High School,,69.1,Charter
088197359,Jennifer Singh,9th,Chang High School,68.7,64.8,Public
101246255,Jason Perez,12th,Silva High School,52.4,99.5,Public
067529252,Mitchell Cruz,11th,Montgomery High School,62.5,,Public
033228367,Kimberly Lambert,11th,Fisher High School,61.3,58.1,Public
127707862,Brandon Jones,10th,Fisher High School,67.8,88.8,Public
122450305,Timothy Morrison,9th,Turner High School,93.5,80.1,Public
082260428,Thomas Rodriguez,10th,Fisher High School,75.6,62.4,Public
086435518,Chris Carrillo,12th,Campbell High School,81.5,75.6,Public
048516886,Jonathan Alexander,11th,Silva High School,94.6,69.9,Public
104403037,Paul Thomas,10th,Fisher High School,,65.0,Public
083386314,Robert Watts,11th,Fisher High School,88.6,63.2,Public
048360333,Matthew Reynolds,11th,Turner High School,,34.0,Public
039729349,Lisa Russell,10th,Turner High School,93.1,35.8,Public
126762442,Lindsey Smith,11th,Richard High School,51.7,,Charter
118749936,David Guerrero,12th,Chang High School,63.3,86.6,Public
061052217,Rhonda Rodriguez,9th,Wagner High School,93.4,88.9,Public
111921308,Travis Rojas,9th,Turner High School,81.4,70.0,Public
125227810,Edward Jordan,9th,Campos High School,,44.1,Public
092360952,Erica Alvarez,9th,Turner High School,90.1,89.8,Public
076877801,Douglas Stokes,10th,Fisher High School,73.9,79.1,Public
089301678,Matthew Myers,12th,Campbell High School,71.2,80.8,Public
061823705,Sabrina Jimenez,9th,Montgomery High School,95.0,61.0,Public
128069525,Jim Greene,12th,Fisher High School,91.4,46.7,Public
054171176,Karen Morales,10th,Campbell High School,95.2,88.7,Public
047232514,Richard Ryan,10th,Turner High School,82.9,79.4,Public
097299400,Joe Robbins,9th,Dixon High School,69.4,58.9,Charter
036726772,Scott Underwood,11th,Turner High School,73.9,58.0,Public
101306483,Colleen Chapman,10th,Richard High School,9.5,46.7,Charter
129443056,David Porter,11th,Turner High School,88.8,97.3,Public
120274952,Kurt Garza,9th,Chang High School,85.0,68.5,Public
026905639,Joseph Davis,10th,Turner High School,68.9,27.1,Public
091186878,Anthony Young,11th,Fisher High School,,46.2,Public
112258410,Jessica Thompson,9th,Richard High School,,41.6,Charter
041868421,Mark Wilson,9th,Fisher High School,70.0,79.3,Public
096167368,Sarah Berg,12th,Richard High School,75.5,72.0,Charter
022828464,Sonya Morris,10th,Wagner High School,71.9,85.0,Public
078414767,Jade Lee,10th,Fisher High School,60.8,87.4,Public
127776945,Stuart Campbell,10th,Campbell High School,88.8,66.7,Public
041412547,Michael Burton,11th,Wagner High School,71.4,68.6,Public
093308133,Brittany Miller,11th,Turner High School,80.8,58.2,Public
087594348,Isaac Cook,10th,Campbell High School,82.1,82.3,Public
023290415,Michael Thompson,9th,Turner High School,85.1,72.6,Public
036168835,Samantha Green,11th,Silva High School,,99.0,Public
056974944,Sarah Ramos,11th,Fisher High School,61.3,,Public
091172099,Dawn Collins,12th,Richard High School,44.7,82.1,Charter
010775215,Matthew Williams,11th,Richard High School,92.8,52.1,Charter
043060939,Edward Johnson,12th,Montgomery High School,80.1,66.6,Public
060006015,Jonathan Bautista,9th,Turner High School,97.5,90.0,Public
026545442,Shannon Oneal,10th,Woods High School,70.7,66.5,Public
057321570,Tony Joseph,9th,Turner High School,85.4,86.1,Public
073251048,Crystal Miller,11th,Richard High School,77.9,55.4,Charter
106311169,Tracy Griffith,11th,Richard High School,94.2,62.5,Charter
087433807,Jennifer White,9th,Campos High School,79.0,49.5,Public
018735532,April Chambers,12th,Montgomery High School,69.8,40.5,Public
046432946,Kelly Lawson,10th,Turner High School,,97.3,Public
066305846,Jason Torres,10th,Montgomery High School,81.7,66.3,Public
087761786,Wanda Shaw,11th,Turner High School,87.4,32.5,Public
098129252,Caitlin Jenkins,11th,Richard High School,88.7,49.5,Charter
051437004,Susan Parker,11th,Bowers High School,43.5,48.5,Public
057010975,Patricia Cooper,10th,Campbell High School,99.3,62.9,Public
017302377,Amy Johnson,10th,Odonnell High School,71.8,94.2,Public
125937948,Sheryl Gray,10th,Campbell High School,73.5,65.3,Public
052571558,Matthew Weiss,10th,Richard High School,66.7,66.6,Charter
014343753,Jennifer King,9th,Silva High School,86.5,85.9,Public
072605488,Brandon Morrison,11th,Campos High School,57.2,78.0,Public
046274557,Henry Smith,9th,Campos High School,,35.8,Public
094370212,Brandon Taylor,11th,Montgomery High School,70.6,68.6,Public
063774179,James Montgomery,11th,Montgomery High School,69.0,65.9,Public
038714083,Doris Lucas,10th,Campbell High School,99.2,61.2,Public
072794218,Michael Barker,11th,Turner High School,81.2,68.4,Public
124274385,Cynthia Woods,10th,Richard High School,86.4,50.8,Charter
029863341,David Hill,10th,Silva High School,81.8,78.8,Public
095603098,Jasmine Mills,9th,Fisher High School,,90.7,Public
